Company Name,Tier,Sub-Industry,Employees,Revenue,Locations,HQ,L&D Team Size,Key Signal,Qualification Summary,Relevant Tech Stack Detected,Competitor Platform,Why Now,News / Press Reference,Website Evidence,Website,Talking Points,Composite Score,FIT,SIGNALS,TIMING,Override,Year Founded,Ownership Type,Last Updated,Data Source Category,ZI_Company_ID,Exclusion Status
PCI Pharma Services,,Pharmaceuticals,4300,$1.5B,33,"Philadelphia, Pennsylvania",,,,,,,,,,,,,,,,2012,PRIVATE,2026-03-03,Multi-Source Enrichment,82215476,Clean
Fujifilm Diosynth Biotechnologies Limited,,Pharmaceuticals,2207,$466M,97,"Morrisville, North Carolina",,,,,,,,,www.fujifilmdiosynth.com,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,355020508,Clean
"Green Thumb Industries, Inc.",,Pharmaceuticals,1900,$216M,76,"Chicago, Illinois",,,,,,,,,www.gtigrows.com,,,,,,,2014,PUBLIC,2026-02-25,ZoomInfo,370403316,Clean
Alexion,,Pharmaceuticals,5000,$1.4B,43,"Boston, Massachusetts",,,,,,,,,,,,,,,,1992,PRIVATE,2026-02-25,ZoomInfo,1163532,Clean
"Alynylam Pharmaceuticals, Inc.",,Pharmaceuticals,5000,$250M,,"Far Hills, New Jersey",,,,,,,,,https://www.alnylam.com/,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Boiron,,Pharmaceuticals,5000,$100M,,"Newtown Square, No State",,,,,,,,,www.boiron.fr,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Capsugel,,Pharmaceuticals,5000,$5.0B,19,"Morristown, New Jersey",,,,,,,,,,,,,,,,1931,PRIVATE,2026-02-25,ZoomInfo,6717614,Clean
Eisai North America,,Pharmaceuticals,5000,$1.0B,,"Nutley, New Jersey",,,,,,,,,https://www.eisai.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Thea,,Pharmaceuticals,5000,$250M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Vertex,,Pharmaceuticals,6100,$12.0B,14,"Boston, Massachusetts",,,,,,,,,,,,,,,,1989,PUBLIC,2026-02-25,ZoomInfo,126927075,Clean
Chiesi USA,,Pharmaceuticals,6500,$100M,7,"Cary, North Carolina",,,,,,,,,www.chiesiusa.com,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,71537076,Clean
Celgene,,Pharmaceuticals,6800,$10.7B,1,"Summit, New Jersey",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,475864719,Clean
Celgene,,Pharmaceuticals,7133,$11.2B,,"Summit, New Jersey",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,475804707,Clean
Bzzworld Malaysia Sdn Bhd,,Pharmaceuticals,7500,$2.6B,2,"Covina, California",,,,,,,,,,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,1267839298,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Bio-Rad Laboratories,,Industrial Machinery & Equipment,7700,$2.3B,73,"Hercules, California",,,,,,,,,www.bio-rad.com,,,,,,,1952,PUBLIC,2026-02-25,ZoomInfo,4768282,Clean
Amneal Pharmaceuticals,,Pharmaceuticals,8300,$1.6B,5,"Bridgewater, New Jersey",,,,,,,,,www.amneal.com,,,,,,,2002,PUBLIC,2026-02-25,ZoomInfo,10605954,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Patheon by Thermo Fisher Scientific,,Pharmaceuticals,8000,$2.7B,44,"Durham, North Carolina",,,,,,,,,www.patheon.com,,,,,,,1974,PRIVATE,2026-02-25,ZoomInfo,29754193,Clean
Elanco,,Pharmaceuticals,9000,$3.1B,8,"Greenfield, Indiana",,,,,,,,,www.elanco.com,,,,,,,1954,PUBLIC,2026-02-25,ZoomInfo,12600239,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Organon,,Pharmaceuticals,10000,$6.3B,13,"Jersey City, New Jersey",,,,,,,,,,,,,,,,2020,PUBLIC,2026-02-25,ZoomInfo,29147486,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Sun Pharma,,Pharmaceuticals,10000,$1.0B,,"Mumbai, New Jersey",,,,,,,,,sunpharma.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
PRA Health Sciences,,Pharmaceuticals,13001,$1.7B,17,"Raleigh, North Carolina",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,478316782,Clean
Zoetis,,Pharmaceuticals,13800,$9.5B,6,"Parsippany, New Jersey",,,,,,,,,,,,,,,,1952,PUBLIC,2026-02-25,ZoomInfo,356414046,Clean
Astellas (US),,Pharmaceuticals,14510,$11.2B,59,"Tokyo, Tokyo",,,,,,,,,https://www.astellas.com/us/,,,,,,,1923,PUBLIC,2026-03-03,Multi-Source Enrichment,7031337,Clean
Regeneron Pharmaceuticals,,Pharmaceuticals,15106,$8.3B,5,"Tarrytown, New York",,,,,,,,,www.regeneron.com,,,,,,,1988,PUBLIC,2026-02-25,ZoomInfo,32489569,Excluded_ZI_Match
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Baxalta,,Pharmaceuticals,16715,$6.1B,,"Chicago, Illinois",,,,,,,,,,,,,,,,2015,PRIVATE,2026-02-25,ZoomInfo,372284876,Clean
Catalent,,Pharmaceuticals,16900,$4.4B,35,"Bridgewater, New Jersey",,,,,,,,,,,,,,,,2007,PUBLIC,2026-02-25,ZoomInfo,51386296,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Charles River,,Pharmaceuticals,18700,$2.6B,12,"Wilmington, Massachusetts",,,,,,,,,www.criver.com,,,,,,,1947,PUBLIC,2026-02-25,ZoomInfo,13601649,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Merck Animal Health USA,,Pharmaceuticals,6000,$1.2B,15,"Madison, New Jersey",,,,,,,,,www.merck-animal-health-usa.com,,,,,,,2005,PRIVATE,2026-02-25,ZoomInfo,347374760,Clean
Purina Animal Nutrition LLC.,,Pet Products,2310,$444M,74,"Arden Hills, Minnesota",,,,,,,,,www.purinamills.com,,,,,,,1894,PRIVATE,2026-02-25,ZoomInfo,41829781,Clean
Alphia,,Pet Products,1200,$506M,6,"Ogden, Utah",,,,,,,,,,,,,,,,2020,PRIVATE,2026-02-25,ZoomInfo,510998303,Clean
Petsense,,Pet Products,1295,$167M,226,"Scottsdale, Tennessee",,,,,,,,,www.petsense.com,,,,,,,2005,PRIVATE,2026-02-25,ZoomInfo,93963800,Clean
Blue Buffalo,,Pet Products,1884,$1.1B,16,"Wilton, Connecticut",,,,,,,,,,,,,,,,2003,PRIVATE,2026-02-25,ZoomInfo,21205257,Clean
"Petiq, Inc.",,Pet Products,1866,$709M,26,"Eagle, Idaho",,,,,,,,,www.petiq.com,,,,,,,2010,PUBLIC,2026-02-25,ZoomInfo,398161459,Clean
Hill's Pet Nutrition,,Pet Products,3500,$1.5B,52,"Topeka, Kansas",,,,,,,,,,,,,,,,1930,PRIVATE,2026-02-25,ZoomInfo,55477825,Clean
Big Heart Pet Brands,,Pet Products,3950,$5.1B,,"San Francisco, California",,,,,,,,,,,,,,,,1916,PRIVATE,2026-02-25,ZoomInfo,358636839,Clean
Animal Health International,,Pet Products,6794,$10.0B,,"Greeley, Colorado",,,,,,,,,www.animalhealthinternational.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Simmons Foods,,Pet Products,8000,$2.2B,11,"Siloam Springs, Arkansas",,,,,,,,,,,,,,,,1949,PRIVATE,2026-02-25,ZoomInfo,106923114,Clean
Buddy's Home Furnishings,,Furniture,1005,$744M,325,"Orlando, Florida",,,,,,,,,www.buddyrents.com,,,,,,,1961,PRIVATE,2026-02-25,ZoomInfo,20533356,Clean
Custom Truck One Source,,Industrial Machinery & Equipment,2500,$341M,55,"Kansas City, Missouri",,,,,,,,,www.customtruck.com,,,,,,,1998,PUBLIC,2026-02-25,ZoomInfo,28582133,Clean
RDO Equipment,,"Other Rental Stores (Furniture, A/V, Construction & Industrial Equipment)",2700,$1.7B,122,"Fargo, North Dakota",,,,,,,,,www.rdoequipment.com,,,,,,,1968,PRIVATE,2026-02-25,ZoomInfo,44762153,Clean
Pacific Office Automation,,Office Products Retail & Distribution,1300,$274M,61,"Beaverton, Oregon",,,,,,,,,www.pacificoffice.com,,,,,,,1976,PRIVATE,2026-02-25,ZoomInfo,186630714,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Draper,,Aerospace & Defense,1700,$676M,24,"Cambridge, Massachusetts",,,,,,,,,www.draper.com,,,,,,,1932,PRIVATE,2026-02-25,ZoomInfo,16027168,Clean
AHRC New York City Foundation Inc,,Medical Devices & Equipment,2219,$500M,26,"New York City, New York",,,,,,,,,www.ahrcnyc.org,,,,,,,1949,PRIVATE,2026-02-25,ZoomInfo,1951834,Clean
The Aerospace Corporation,,Aerospace & Defense,4000,$1.1B,67,"El Segundo, California",,,,,,,,,www.aerospace.org,,,,,,,1960,PRIVATE,2026-02-25,ZoomInfo,2380157,Clean
Juniper Networks,,Custom Software & IT Services,9400,$4.4B,,"Sunnyvale, California",,,,,,,,,www.juniper.net,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,153011246,Clean
Shaker Workshops,,Museums & Art Galleries,1345,$10.0B,17,"New Lebanon, New York",,,,,,,,,www.shakerworkshops.com,,,,,,,1970,PRIVATE,2026-02-25,ZoomInfo,67126763,Clean
"Rockstar Games, Inc.",,"Multimedia, Games & Graphics Software",2000,$579M,11,"New York City, New York",,,,,,,,,www.rockstargames.com,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,33096314,Clean
CSTK Inc,,Motor Vehicles,1200,$240M,20,"Kansas City, Kansas",,,,,,,,,www.cstk.com,,,,,,,1975,PRIVATE,2026-02-25,ZoomInfo,10290624,Clean
Wilson Trailer Company,,Motor Vehicles,1100,$325M,49,"Sioux City, Iowa",,,,,,,,,www.wilsontrailer.com,,,,,,,1883,PRIVATE,2026-02-25,ZoomInfo,116080708,Clean
Tiffin Motorhomes Inc,,Motor Vehicles,1342,$364M,9,"Red Bay, Alabama",,,,,,,,,www.tiffinmotorhomes.com,,,,,,,1972,PRIVATE,2026-02-25,ZoomInfo,272810146,Clean
E-ONE Inc,,Motor Vehicles,1300,$384M,24,"Ocala, Florida",,,,,,,,,www.e-one.com,,,,,,,1974,PRIVATE,2026-02-25,ZoomInfo,12828688,Clean
Club Car LLC,,Motor Vehicles,1000,$296M,43,"Evans, Georgia",,,,,,,,,www.clubcar.com,,,,,,,1958,PRIVATE,2026-02-25,ZoomInfo,8536684,Clean
BMW Motorcycles,,Motor Vehicles,1000,$281M,2,"Westwood, New Jersey",,,,,,,,,,,,,,,,1984,PRIVATE,2026-02-25,ZoomInfo,208535788,Clean
"Stoughton Trailers, LLC",,Motor Vehicles,1000,$296M,29,"Stoughton, Wisconsin",,,,,,,,,,,,,,,,1961,PRIVATE,2026-02-25,ZoomInfo,112312584,Clean
Armtek Solutions,,Motor Vehicles,1099,$221M,,"Hyattsville, Maryland",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,460504838,Clean
Thomas Built Buses Inc,,Motor Vehicles,1669,$333M,11,"High Point, North Carolina",,,,,,,,,thomasbuiltbuses.com,,,,,,,1916,PRIVATE,2026-02-25,ZoomInfo,119210316,Clean
Reading Truck Body LLC,,Motor Vehicles,1400,$100M,,"Reading, Pennsylvania",,,,,,,,,www.readingbody.com,,,,,,,1955,PRIVATE,2026-02-25,ZoomInfo,88621570,Clean
ATW,,Motor Vehicles,1500,$444M,6,"Addison, Texas",,,,,,,,,,,,,,,,2010,PRIVATE,2026-03-03,Multi-Source Enrichment,344041833,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Douglas Dynamics,,Automotive Parts,1885,$571M,7,"Milwaukee, Wisconsin",,,,,,,,,www.douglasdynamics.com,,,,,,,1977,PUBLIC,2026-02-25,ZoomInfo,39360815,Clean
Miller Industries,,Motor Vehicles,1690,$840M,33,"Ooltewah, Tennessee",,,,,,,,,,,,,,,,1990,PUBLIC,2026-02-25,ZoomInfo,69240088,Clean
Maserati USA,,Motor Vehicles,2000,$599M,91,"Auburn Hills, Michigan",,,,,,,,,maseratiusa.com,,,,,,,1914,PRIVATE,2026-02-25,ZoomInfo,90211612,Clean
Motor Coach Industries Int'l Inc,,Motor Vehicles,2461,$300M,22,"Des Plaines, Illinois",,,,,,,,,www.mcicoach.com,,,,,,,1933,PRIVATE,2026-02-25,ZoomInfo,187351926,Clean
Rolls-Royce Motor Cars Limited,,Motor Vehicles,2000,$390M,34,"Chichester, Florida",,,,,,,,,,,,,,,,1904,PRIVATE,2026-02-25,ZoomInfo,370554187,Clean
"Vox Media, Inc",,Motor Vehicles,1685,$251M,2,"Washington, D.C., District of Columbia",,,,,,,,,www.voxmedia.com,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,348193399,Clean
BraunAbility,,Motor Vehicles,1200,$500M,8,"Winamac, Wisconsin",,,,,,,,,www.braunability.com,,,,,,,1972,PRIVATE,2026-02-25,ZoomInfo,12226820,Clean
Buick/GMC,,Motor Vehicles,2000,$592M,957,"Detroit, Michigan",,,,,,,,,,,,,,,,1899,PRIVATE,2026-02-25,ZoomInfo,5817293,Clean
Blue Bird Corporation,,Electronics,1992,$1.0B,47,"Macon, Georgia",,,,,,,,,www.blue-bird.com,,,,,,,1927,PUBLIC,2026-02-25,ZoomInfo,4981653,Clean
Pierce Manufacturing Inc,,Motor Vehicles,2000,$543M,5,"Appleton, Wisconsin",,,,,,,,,www.piercemfg.com,,,,,,,1913,PRIVATE,2026-02-25,ZoomInfo,193102142,Clean
Jaguar Land Rover North America,,Motor Vehicles,2187,$716M,,"Mahwah, New Jersey",,,,,,,,,www.landroverusa.com,,,,,,,,,2026-02-25,ZoomInfo + Estimated,None,Clean
Spartan Motors,,Motor Vehicles,2221,$631M,,"Charlotte, Michigan",,,,,,,,,,,,,,,,1975,PUBLIC,2026-02-25,ZoomInfo,35913780,Clean
Thor Motor Coach,,Motor Vehicles,2316,$425M,12,"Elkhart, Indiana",,,,,,,,,,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,346090201,Clean
Alfa Romeo Automobiles SpA,,Motor Vehicles,2500,$740M,11,"Orlando, Florida",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,3279871,Clean
Peterbilt,,Motor Vehicles,2832,$551M,252,"Denton, Texas",,,,,,,,,www.peterbilt.com,,,,,,,1939,PRIVATE,2026-02-25,ZoomInfo,30212575,Clean
Hyundai Translead,,Motor Vehicles,2704,$279M,11,"San Diego, California",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,84133272,Clean
Hyundai Translead,,Motor Vehicles,2704,$500M,,"San Diego, California",,,,,,,,,www.hyundaitranslead.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
Shyft Group,,Motor Vehicles,2555,$793M,12,"Novi, Michigan",,,,,,,,,www.theshyftgroup.com,,,,,,,1975,PRIVATE,2026-02-25,ZoomInfo,545825562,Clean
Mack Trucks,,Motor Vehicles,3000,$888M,96,"Greensboro, North Carolina",,,,,,,,,,,,,,,,1900,PRIVATE,2026-02-25,ZoomInfo,106153718,Clean
Mack Trucks,,Motor Vehicles,3000,$10.0B,,"Greensboro, North Carolina",,,,,,,,,www.macktrucks.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
"Amsted Rail Company, Inc.",,Transportation,2980,$922M,23,"Chicago, Illinois",,,,,,,,,www.amstedrail.com,,,,,,,1977,PRIVATE,2026-02-25,ZoomInfo,345679138,Clean
Jayco,,Motor Vehicles,4000,$998M,116,"Middlebury, Indiana",,,,,,,,,,,,,,,,1968,PRIVATE,2026-02-25,ZoomInfo,20595402,Clean
American Tire Distributors,,Motor Vehicles,4500,$1.2B,871,"Huntersville, North Carolina",,,,,,,,,,,,,,,,1935,PRIVATE,2026-02-25,ZoomInfo,5000027,Clean
Cartus Corporation,,Motor Vehicles,2700,$691M,47,"Danbury, Connecticut",,,,,,,,,www.cartus.com,,,,,,,1990,PRIVATE,2026-02-25,ZoomInfo,33558535,Clean
Case IH,,Motor Vehicles,5000,$1.5B,26,"American Falls, Idaho",,,,,,,,,,,,,,,,1985,PRIVATE,2026-02-25,ZoomInfo,13634301,Clean
Great Dane,,Transportation,5000,$1.6B,84,"Chicago, Illinois",,,,,,,,,www.greatdane.com,,,,,,,1900,PRIVATE,2026-02-25,ZoomInfo,16630304,Clean
Keystone RV Company,,Motor Vehicles,5000,$1.5B,11,"Goshen, Indiana",,,,,,,,,www.keystonerv.com,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,67060870,Clean
"Winnebago Industries, Inc",,Motor Vehicles,4500,$2.0B,8,"Eden Prairie, Iowa",,,,,,,,,winnebagoind.com,,,,,,,1958,PUBLIC,2026-02-25,ZoomInfo,98222149,Clean
REV Group Inc,,Security Products & Services,5500,$2.4B,39,"Brookfield, Wisconsin",,,,,,,,,www.revgroup.com,,,,,,,2008,PUBLIC,2026-02-25,ZoomInfo,371373378,Clean
Wabash National Corporation,,Motor Vehicles,6000,$2.3B,148,"Lafayette, Indiana",,,,,,,,,www.wabashnational.com,,,,,,,1985,PUBLIC,2026-02-25,ZoomInfo,186056846,Clean
Autokiniton,,Motor Vehicles,6028,$1.8B,2,"New Boston, Michigan",,,,,,,,,,,,,,,,2018,PRIVATE,2026-02-25,ZoomInfo,345560372,Clean
Subaru of Indiana Automotive,,Motor Vehicles,6500,$1.5B,1,"Lafayette, Indiana",,,,,,,,,,,,,,,,1987,PRIVATE,2026-02-25,ZoomInfo,108724570,Clean
"Lucid Motors USA, Inc.",,Motor Vehicles,6800,$355M,6,"Newark, California",,,,,,,,,www.lucidmotors.com,,,,,,,2000,PUBLIC,2026-02-25,ZoomInfo,445537239,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
"J.B. Poindexter & Co. , Inc.",,Motor Vehicles,8500,$1.2B,22,"Houston, Texas",,,,,,,,,www.jbpoindexter.com,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,56953886,Clean
Toyota Tsusho America,,Motor Vehicles,9000,$2.4B,42,"New York City, New York",,,,,,,,,,,,,,,,1960,PRIVATE,2026-02-25,ZoomInfo,145260637,Clean
Carquest Auto Parts,,Motor Vehicles,10209,$2.2B,3449,"Raleigh, North Carolina",,,,,,,,,,,,,,,,1974,PRIVATE,2026-02-25,ZoomInfo,13519233,Clean
Forest River,,Motor Vehicles,10917,$3.2B,68,"Elkhart, Indiana",,,,,,,,,,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,62571668,Clean
Chrysler,,Motor Vehicles,13932,$4.1B,152,"Auburn Hills, Michigan",,,,,,,,,,,,,,,,1925,PRIVATE,2026-02-25,ZoomInfo,18483284,Clean
Gentherm,,Motor Vehicles,14246,$1.5B,24,"Novi, Michigan",,,,,,,,,,,,,,,,1991,PUBLIC,2026-02-25,ZoomInfo,348755325,Clean
American Honda Motor Company,,Transportation,9500,$2.8B,1,"Marysville, Ohio",,,,,,,,,https://www.honda.com/,,,,,,,1978,PRIVATE,2026-02-25,ZoomInfo,480922971,Clean
International,,Motor Vehicles,14500,$4.3B,29,"Lisle, Illinois",,,,,,,,,,,,,,,,1902,PRIVATE,2026-02-25,ZoomInfo,50153550,Clean
Navistar,,Motor Vehicles,14500,$3.9B,,"Lisle, Illinois",,,,,,,,,,,,,,,,1902,PRIVATE,2026-02-25,ZoomInfo,565805003,Clean
Rivian,,Motor Vehicles,14861,$888M,5,"Irvine, California",,,,,,,,,www.rivian.com,,,,,,,2009,PUBLIC,2026-02-25,ZoomInfo,355273155,Excluded_ZI_Match
Polaris,,Motor Vehicles,15000,$7.2B,20,"Medina, Minnesota",,,,,,,,,,,,,,,,1954,PUBLIC,2026-02-25,ZoomInfo,20618112,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Nissan USA,,Transportation,22000,$10.0B,654,"Franklin, Tennessee",,,,,,,,,www.nissanusa.com,,,,,,,1958,PRIVATE,2026-02-25,ZoomInfo,103940957,Clean
Oshkosh Corporation,,Aerospace & Defense,18500,$6.9B,13,"Oshkosh, Wisconsin",,,,,,,,,www.oshkoshcorp.com,,,,,,,1917,PUBLIC,2026-02-25,ZoomInfo,29212983,Clean
Daimler Trucks North America LLC,,Motor Vehicles,20000,$4.7B,2,"Portland, Oregon",,,,,,,,,www.daimler-trucksnorthamerica.com,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,345458296,Excluded_Domain_Match
"Thor Industries, Inc",,Motor Vehicles,22300,$8.2B,12,"Elkhart, Indiana",,,,,,,,,www.thorindustries.com,,,,,,,1980,PUBLIC,2026-02-25,ZoomInfo,38207546,Clean
Ford Motor Company,,Transportation,12000,$127M,957,"Dearborn, Michigan",,,,,,,,,,,,,,,,1903,PUBLIC,2026-02-25,ZoomInfo,43897815,Clean
Sign Company,,Commercial Printing,3239,$1.0B,5,"Birmingham, Georgia",,,,,,,,,www.signs.org,,,,,,,1944,PRIVATE,2026-02-25,ZoomInfo,207520419,Clean
AMPP,,Membership Organizations,1171,$49M,4,"Pittsburgh, Texas",,,,,,,,,ampp.org,,,,,,,2021,PRIVATE,2026-02-25,ZoomInfo,527742114,Clean
ASTM International,,Membership Organizations,2185,$1.0B,10,"Conshohocken, Pennsylvania",,,,,,,,,,,,,,,,1898,PRIVATE,2026-02-25,ZoomInfo,3885088,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
METal International,,Membership Organizations,2056,$396M,2,"Playa del Rey, California",,,,,,,,,,,,,,,,2003,PRIVATE,2026-02-25,ZoomInfo,348145700,Clean
DeRoyal,,"Medical Supplies, Devices & Equipment",1900,,,,,,,,,,,,www.deroyal.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
"NeoGenomics Laboratories, Inc.",,Pharmaceuticals,1700,$408M,41,"Fort Myers, Florida",,,,,,,,,www.neogenomics.com,,,,,,,2001,PUBLIC,2026-02-25,ZoomInfo,43370129,Clean
"BioReference Laboratories, Inc.",,Medical Laboratories & Imaging Centers,4000,$734M,521,"Elmwood Park, New Jersey",,,,,,,,,www.bioreference.com,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,14814676,Clean
Zynex Medical,,"Medical Equipment, Supplies & Devices",1100,$250M,,"Englewood, Colorado",,,,,,,,,https://www.zynex.com/,,,,,,,,,2026-02-25,ZoomInfo,57229542,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Natus,,"Medical Equipment, Supplies & Devices",1400,$1.2B,,,,,,,,,,,www.natus.com,,,,,,,,,2026-02-25,ZoomInfo + Estimated,None,Clean
NICO,,"Medical Equipment, Supplies & Devices",1500,$1.2B,,,,,,,,,,,www.nicoroofing.com,,,,,,,,,2026-02-25,ZoomInfo + Estimated,None,Clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMOVED — International
Sysmex America,,"Medical Equipment, Supplies & Devices",5000,$3.0B,,"Vernon Hills, Illinois",,,,,,,,,sysmex.com,,,,,,,,,2026-02-25,ZoomInfo,None,Clean
"Medrad , Inc.",,Medical Devices & Equipment,2080,$398M,,"Wayne, Pennsylvania",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,24428803,Clean
Paramit Corporation,,Medical Devices & Equipment,1100,$298M,3,"Morgan Hill, California",,,,,,,,,www.paramit.com,,,,,,,1990,PRIVATE,2026-02-25,ZoomInfo,29623269,Clean
Septodont Inc,,Medical Devices & Equipment,1700,$327M,3,"Paris, Pennsylvania",,,,,,,,,www.septodont.com,,,,,,,1932,PRIVATE,2026-02-25,ZoomInfo,204832951,Clean
Inogen Inc,,Medical Devices & Equipment,1020,$361M,23,"Goleta, California",,,,,,,,,www.inogen.com,,,,,,,2001,PUBLIC,2026-02-25,ZoomInfo,40062945,Clean
Analogic Corporation,,Medical Devices & Equipment,1863,$486M,12,"Canton, Massachusetts",,,,,,,,,www.analogic.com,,,,,,,1967,PRIVATE,2026-02-25,ZoomInfo,12014996,Clean
Accuray,,"Medical Equipment, Supplies & Devices",1024,$418M,13,"Madison, Wisconsin",,,,,,,,,www.accuray.com,,,,,,,1990,PUBLIC,2026-02-25,ZoomInfo,295825,Clean
ABIOMED,,Medical Devices & Equipment,2003,$769M,10,"Boston, Massachusetts",,,,,,,,,www.abiomed.com,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,263987,Clean
Argon Medical,,Medical Devices & Equipment,1000,$300M,18,"Frisco, Texas",,,,,,,,,,,,,,,,1972,PRIVATE,2026-02-25,ZoomInfo,7934344,Clean
Band-Aid,,Medical Devices & Equipment,1000,$251M,2,"New Brunswick, New Jersey",,,,,,,,,,,,,,,,2004,PRIVATE,2026-02-25,ZoomInfo,348804875,Clean
"Canon Medical Systems USA, Inc.",,Medical Devices & Equipment,1000,$272M,1,"Tustin, California",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,559691575,Excluded_Name_Match
Inspire Medical Systems,,Medical Devices & Equipment,1011,$600M,,,,,,,,,,,www.inspiresleep.com,,,,,,,,,2026-02-25,ZoomInfo + Estimated,None,Clean
Candela,,Medical Devices & Equipment,1054,$264M,4,"Marlborough, Massachusetts",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,6586849,Clean
Aeroflow Health,,Medical Devices & Equipment,1100,$600M,1,"Asheville, North Carolina",,,,,,,,,,,,,,,,2001,PRIVATE,2026-02-25,ZoomInfo,1335617616,Clean
Joerns Healthcare,,Medical Devices & Equipment,1100,$324M,214,"Charlotte, North Carolina",,,,,,,,,www.joerns.com,,,,,,,1889,PRIVATE,2026-02-25,ZoomInfo,87575301,Clean
The Walman Optical,,Medical Devices & Equipment,1125,$300M,47,"Minneapolis, Minnesota",,,,,,,,,,,,,,,,1915,PRIVATE,2026-02-25,ZoomInfo,91062317,Clean
STAAR Surgical,,Medical Devices & Equipment,1157,$231M,13,"Lake Forest, California",,,,,,,,,,,,,,,,1983,PUBLIC,2026-02-25,ZoomInfo,36389354,Clean
BVI,,Medical Devices & Equipment,1164,$201M,8,"Waltham, Massachusetts",,,,,,,,,,,,,,,,1932,PRIVATE,2026-02-25,ZoomInfo,347658602,Clean
Epredia,,Medical Devices & Equipment,1200,$300M,4,"Kalamazoo, Louisiana",,,,,,,,,epredia.com,,,,,,,2019,PRIVATE,2026-02-25,ZoomInfo,475610293,Excluded_ZI_Match
