Company Name,Tier,Sub-Industry,Employees,Revenue,Locations,HQ,L&D Team Size,Key Signal,Qualification Summary,Relevant Tech Stack Detected,Competitor Platform,Why Now,News / Press Reference,Website Evidence,Website,Talking Points,Composite Score,FIT,SIGNALS,TIMING,Override,Year Founded,Ownership Type,Last Updated,Data Source Category,ZI_Company_ID,Exclusion Status
Shelter Mortgage,,,2000,$86M,51,"Fort Washington, Pennsylvania",,,,,,,,,,,,,,,,1984,PRIVATE,2026-02-25,ZoomInfo,51741200,Clean
Shepherd Capital Partners,,,1840,$586M,,"San Mateo, California",,,,,,,,,,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,346172203,Clean
Shift4,,Financial Software,4000,$3.9B,6,"Danville, Pennsylvania",,,,,,,,,,,,,,,,1999,PUBLIC,2026-02-25,ZoomInfo,206487998,Clean
Shin Hwa World Limited,,Banking,1364,$172M,3,"Las Vegas, Nevada",,,,,,,,,,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,450719885,Clean
Ship Finance International,,,2734,$472M,,"Canton, Massachusetts",,,,,,,,,,,,,,,,2003,PRIVATE,2026-02-25,ZoomInfo,108429640,Clean
SHOPiMAR,,Credit Cards & Transaction Processing,2259,$501M,,"Miami, Florida",,,,,,,,,,,,,,,,2003,PRIVATE,2026-02-25,ZoomInfo,346028588,Clean
Signator Investors,,Lending & Brokerage,2004,$137M,16,"Boston, Massachusetts",,,,,,,,,,,,,,,,1968,PRIVATE,2026-02-25,ZoomInfo,357295560,Clean
Signature Bridge Bank,,Banking,2243,$2.7B,,"New York City, New York",,,,,,,,,,,,,,,,2001,PUBLIC,2026-02-25,ZoomInfo,168558807,Clean
Silicon Valley Bank,,Investment Banking,8528,$2.2B,22,"Santa Clara, California",,,,,,,,,,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,96305916,Clean
Silver Lake,,Venture Capital & Private Equity,1159,$450M,102,"Menlo Park, California",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,81166904,Clean
Simmons Bank,,Banking,2883,$94M,298,"Pine Bluff, Arkansas",,,,,,,,,,,,,,,,1903,PUBLIC,2026-02-25,ZoomInfo,77168949,Clean
Simon,,Venture Capital & Private Equity,2600,$6.4B,211,"Indianapolis, Indiana",,,,,,,,,,,,,,,,1993,PUBLIC,2026-02-25,ZoomInfo,92112882,Clean
Simplicity Group,,Investment Banking,1000,$516M,15,"Summit, New Jersey",,,,,,,,,,,,,,,,2016,PRIVATE,2026-02-25,ZoomInfo,103334166,Clean
Sixth Street Partners,,Investment Banking,1392,$262M,,"New York City, New York",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,357965959,Clean
SLK Global Solutions Pvt,,Banking,2236,$513M,,"Sacramento, California",,,,,,,,,,,,,,,,2001,PRIVATE,2026-02-25,ZoomInfo,446905503,Clean
Sls Mortgage,,Lending & Brokerage,1593,$589M,,"Highlands Ranch, Colorado",,,,,,,,,,,,,,,,1950,PRIVATE,2026-02-25,ZoomInfo,183533788,Clean
Smith Barney,,Lending & Brokerage,3606,$16M,,"New York City, New York",,,,,,,,,,,,,,,,1873,PRIVATE,2026-02-25,ZoomInfo,36176375,Clean
Soave Enterprises,,,2300,$624M,24,"Detroit, Michigan",,,,,,,,,,,,,,,,1961,PRIVATE,2026-02-25,ZoomInfo,35406160,Clean
Societe Generale Asia,,Banking,2300,$1.2B,,"Central, South Carolina",,,,,,,,,,,,,,,,2007,PRIVATE,2026-02-25,ZoomInfo,1103813573,Clean
Societe Generale North America,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,549838663,Clean
SoFi,,Banking,5000,$3.6B,9,"San Francisco, California",,,,,,,,,,,,,,,,2011,PUBLIC,2026-02-25,ZoomInfo,385686186,Clean
Sourcepoint,,Lending & Brokerage,3000,$206M,10,"Palm Bay, Florida",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,473832013,Clean
South Shore Holdings,,,2404,$1.4B,,"Allen, Texas",,,,,,,,,,,,,,,,2005,PUBLIC,2026-02-25,ZoomInfo,452772811,Clean
SouthState Bank,,Banking,6259,$2.4B,244,"Winter Haven, Florida",,,,,,,,,,,,,,,,1934,PUBLIC,2026-02-25,ZoomInfo,74941164,Clean
Spartan Mortgage,,Credit Cards & Transaction Processing,2247,$438M,,"Boardman, Ohio",,,,,,,,,,,,,,,,1995,PRIVATE,2026-02-25,ZoomInfo,62620491,Clean
Speedy Cash,,Banking,2500,$427M,314,"Wichita, Kansas",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,551159968,Clean
Square,,Financial Software,5000,$408M,2510,"San Francisco, California",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,347451938,Clean
SS&C Intralinks,,Financial Software,1500,$420M,61,"New York City, New York",,,,,,,,,,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,20021477,Clean
StanCorp Financial Group,,Credit Cards & Transaction Processing,1757,$282M,,"Kingman, Arizona",,,,,,,,,,,,,,,,1906,PRIVATE,2026-02-25,ZoomInfo,1135182372,Clean
Standard Federal,,Banking,2434,$538M,,"Vassar, Michigan",,,,,,,,,,,,,,,,1893,PRIVATE,2026-02-25,ZoomInfo,113688948,Clean
Standish Management,,Investment Banking,1000,$481M,30,"San Francisco, California",,,,,,,,,,,,,,,,2007,PRIVATE,2026-02-25,ZoomInfo,353863073,Clean
Startup Exemption,,Venture Capital & Private Equity,3040,$646M,1,"Miami Beach, Florida",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,363422935,Clean
Starwood Capital Group,,Venture Capital & Private Equity,5000,$2.1B,11,"Miami, Florida",,,,,,,,,,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,535895337,Clean
State Bank of India,,Banking,2529,$468M,1,"Washington, District of Columbia",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1141204665,Clean
State Employees' Credit Union,,Banking,8000,$1.7B,118,"Raleigh, North Carolina",,,,,,,,,,,,,,,,1937,PRIVATE,2026-02-25,ZoomInfo,137363966,Clean
State Street Investment Management,,Investment Banking,2400,$596M,27,"Boston, Massachusetts",,,,,,,,,,,,,,,,1978,PRIVATE,2026-02-25,ZoomInfo,111706278,Clean
Stcu,,Banking,1000,$344M,58,"Spokane, Washington",,,,,,,,,,,,,,,,1934,PRIVATE,2026-02-25,ZoomInfo,79462720,Clean
Stearns Lending,,Lending & Brokerage,1974,$820M,,"Lewisville, Texas",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,96928678,Clean
Stellar Bancorp,,Banking,1075,$413M,1,"Houston, Texas",,,,,,,,,,,,,,,,2007,PUBLIC,2026-02-25,ZoomInfo,5000027556,Clean
Stellar Bank,,Banking,1062,$625M,1,"Houston, Texas",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,566143230,Clean
Stephens,,Investment Banking,1300,$648M,177,"Little Rock, Arkansas",,,,,,,,,,,,,,,,1933,PRIVATE,2026-02-25,ZoomInfo,48414882,Clean
StepStone Group,,Investment Banking,1275,$1.8B,41,"New York City, New York",,,,,,,,,,,,,,,,1996,PUBLIC,2026-02-25,ZoomInfo,36652039,Clean
Sterling Savings Bank,,Banking,2760,$11M,155,"Spokane, Washington",,,,,,,,,,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,111969054,Clean
Stifel Financial,,Investment Banking,8887,$5.4B,393,"St. Louis, Missouri",,,,,,,,,,,,,,,,1890,PUBLIC,2026-02-25,ZoomInfo,114475590,Clean
Stifel Independent Advisors,,Investment Banking,8500,$4.7B,2,"St. Louis, Missouri",,,,,,,,,,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,559692296,Clean
Stock Market Companion,,Venture Capital & Private Equity,1548,$302M,1,"Hood River, Oregon",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,551588498,Clean
Stock Yards Bank & Trust,,Banking,1123,$379M,53,"Louisville, Kentucky",,,,,,,,,,,,,,,,1904,PUBLIC,2026-02-25,ZoomInfo,114524497,Clean
StoneX,,Investment Banking,5436,$141.8B,11,"New York City, New York",,,,,,,,,,,,,,,,1924,PUBLIC,2026-02-25,ZoomInfo,81019146,Clean
Stout,,Investment Banking,1357,$269M,129,"Chicago, Illinois",,,,,,,,,,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,36782295,Clean
Stripe,,Credit Cards & Transaction Processing,8200,$5.1B,91,"South San Francisco, California",,,,,,,,,,,,,,,,2010,PRIVATE,2026-02-25,ZoomInfo,352810353,Clean
STX France,,Banking,2615,$590M,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,358492673,Clean
Summit Funding,,Lending & Brokerage,1160,$598M,180,"Sacramento, California",,,,,,,,,,,,,,,,1995,PRIVATE,2026-02-25,ZoomInfo,101680072,Clean
Sun Communities,,,6590,$3.2B,22,"Southfield, Michigan",,,,,,,,,,,,,,,,1975,PUBLIC,2026-02-25,ZoomInfo,101695711,Clean
Suncoast Credit Union,,Banking,2805,$1.1B,127,"Tampa, Florida",,,,,,,,,,,,,,,,1934,PRIVATE,2026-02-25,ZoomInfo,101712061,Clean
Sunflower Bank,,Banking,1155,$549M,57,"Dallas, Texas",,,,,,,,,,,,,,,,1892,PRIVATE,2026-02-25,ZoomInfo,115540351,Clean
Supreme Lending,,Banking,1122,$1.0B,187,"Dallas, Texas",,,,,,,,,,,,,,,,2010,PRIVATE,2026-02-25,ZoomInfo,1106671813,Clean
Susquehanna Bank,,Banking,1928,$360M,,"Lititz, Pennsylvania",,,,,,,,,,,,,,,,1988,PRIVATE,2026-02-25,ZoomInfo,37175818,Clean
Susquehanna International Group,,Venture Capital & Private Equity,3941,$1.9B,22,"Bala Cynwyd, Pennsylvania",,,,,,,,,,,,,,,,1987,PRIVATE,2026-02-25,ZoomInfo,37175775,Clean
Sutherland Insights,,Investment Banking,2018,$43M,,"Reston, Virginia",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,1141279451,Clean
Swan Financial Planning,,Investment Banking,1840,$463M,,"Eureka Springs, Arkansas",,,,,,,,,,,,,,,,2005,PRIVATE,2026-02-25,ZoomInfo,354302217,Clean
SWBC,,Investment Banking,2565,$459M,41,"San Antonio, Texas",,,,,,,,,,,,,,,,1976,PRIVATE,2026-02-25,ZoomInfo,6882167,Clean
SWBC Mortgage,,Lending & Brokerage,2763,$154M,111,"San Antonio, Texas",,,,,,,,,,,,,,,,1976,PRIVATE,2026-02-25,ZoomInfo,371929018,Clean
Synovus Financial,,Banking,4847,$2.4B,384,"Columbus, Georgia",,,,,,,,,,,,,,,,1888,PUBLIC,2026-02-25,ZoomInfo,19860847,Clean
T. Rowe Price,,Investment Banking,7773,$7.3B,16,"Baltimore, Maryland",,,,,,,,,,,,,,,,1937,PUBLIC,2026-02-25,ZoomInfo,107331721,Clean
Taipei Fubon Bank,,Banking,1227,$11M,,"Los Angeles, California",,,,,,,,,,,,,,,,1967,PRIVATE,2026-02-25,ZoomInfo,102875562,Clean
Tala,,Lending & Brokerage,1000,$516M,19,"Santa Monica, California",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,409661524,Clean
Taylor Capital Group,,Banking,1165,$356M,,"Rosemont, Illinois",,,,,,,,,,,,,,,,1929,PRIVATE,2026-02-25,ZoomInfo,103284926,Clean
TBK Bank,,Banking,1592,$483M,65,"Dallas, Texas",,,,,,,,,,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,399494056,Clean
TCF Financial Corporation,,Banking,6833,$2.3B,,"Detroit, Michigan",,,,,,,,,,,,,,,,1923,PRIVATE,2026-02-25,ZoomInfo,93798968,Clean
TD Ameritrade,,Lending & Brokerage,9155,$4.7B,,"Omaha, Nebraska",,,,,,,,,,,,,,,,1971,PRIVATE,2026-02-25,ZoomInfo,12326315,Clean
TD Auto Finance,,Banking,2320,$543M,12,"Farmington, Michigan",,,,,,,,,,,,,,,,1964,PRIVATE,2026-02-25,ZoomInfo,354627315,Clean
TDC Companies,,,6697,$3.9B,,"Maumee, Ohio",,,,,,,,,,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,78104739,Clean
TDECU,,Banking,1000,$307M,46,"Lake Jackson, Texas",,,,,,,,,,,,,,,,1954,PRIVATE,2026-02-25,ZoomInfo,37994539,Clean
Teamsters Local 404,,Membership Organizations,1388,$277M,1,"Springfield, Massachusetts",,,,,,,,,,,,,,,,2023,PRIVATE,2026-02-25,ZoomInfo,347551712,Clean
Tekla Capital Management,,Lending & Brokerage,2800,$55M,,"Boston, Massachusetts",,,,,,,,,,,,,,,,1992,PRIVATE,2026-02-25,ZoomInfo,42978524,Clean
Texas Capital Bank,,Banking,1785,$1.2B,43,"Dallas, Texas",,,,,,,,,,,,,,,,1998,PUBLIC,2026-02-25,ZoomInfo,37978583,Clean
"The Ayco Company, L.P.",,Investment Banking,2481,$1.2B,43,"Cohoes, New York",,,,,,,,,,,,,,,,1971,PRIVATE,2026-02-25,ZoomInfo,565805570,Clean
The Bar Method Franchising,,Fitness & Dance Facilities,2169,$400M,1,"San Francisco, California",,,,,,,,,,,,,,,,2001,PRIVATE,2026-02-25,ZoomInfo,412016489,Clean
The Duchossois Group,,Investment Banking,6100,$2.0B,,"Chicago, Illinois",,,,,,,,,,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,85902995,Clean
The Electronic Payments Association,,Membership Organizations,1707,$100M,,"Herndon, Virginia",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,81217469,Clean
The Federal Savings Bank,,Banking,1284,$239M,101,"Chicago, Illinois",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,14123118,Clean
The First Bank,,Banking,1051,$280M,,"Hattiesburg, Mississippi",,,,,,,,,,,,,,,,1996,PUBLIC,2026-02-25,ZoomInfo,345500405,Clean
The First National Bank of Dennison,,Banking,3666,$1.4B,1,"Dennison, Ohio",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,45256161,Clean
The Fleck Group,,Investment Banking,9000,$4.6B,2,"Bend, Oregon",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,478750141,Clean
The Gold Refinery,,,3230,$700M,,"Schertz, Texas",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,352696375,Clean
The Ken Caiani Group,,Credit Cards & Transaction Processing,2234,$492M,,"Englewood, Colorado",,,,,,,,,,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,345587140,Clean
The Lending Corporation,,Venture Capital & Private Equity,1830,$351M,4,"Tampa, Florida",,,,,,,,,,,,,,,,2010,PRIVATE,2026-02-25,ZoomInfo,447765886,Clean
The Muthoot Group,,Banking,3905,$215M,2,"Iselin, New Jersey",,,,,,,,,,,,,,,,1887,PRIVATE,2026-02-25,ZoomInfo,351481836,Clean
The Necessity Retail Reit,,,1789,$351M,,"New York City, New York",,,,,,,,,,,,,,,,2013,PRIVATE,2026-02-25,ZoomInfo,1307539835,Clean
The NWFA Trust,,Banking,3376,$686M,,"Tacoma, Washington",,,,,,,,,,,,,,,,2018,PRIVATE,2026-02-25,ZoomInfo,346512738,Clean
The PMI Group,,HR & Staffing,1260,$682M,2,"New York City, New York",,,,,,,,,,,,,,,,1972,PUBLIC,2026-02-25,ZoomInfo,475825659,Clean
The PrivateBank,,,1298,$64M,,"Chicago, Illinois",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,31293506,Clean
Thrivent,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,161136774,Clean
TIAA Bank,,Banking,1453,$1.7B,,"Jacksonville, Florida",,,,,,,,,,,,,,,,1994,PRIVATE,2026-02-25,ZoomInfo,451191107,Clean
TitleMax,,Lending & Brokerage,2000,$962M,1516,"Carrollton, Texas",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,144179350,Clean
TMX Finance,,Banking,3856,$1.7B,14,"Savannah, Georgia",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,512392365,Clean
Tompkins Financial,,Banking,1011,$314M,21,"Ithaca, New York",,,,,,,,,,,,,,,,1836,PUBLIC,2026-02-25,ZoomInfo,79511774,Clean
Toppan Merrill,,Investment Banking,2079,$1.2B,11,"Saint Paul, Minnesota",,,,,,,,,,,,,,,,2018,PRIVATE,2026-02-25,ZoomInfo,464315095,Clean
Total Merchant Services,,Credit Cards & Transaction Processing,2718,$601M,,,,,,,,,,,,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,347413024,Clean
Total Visa,,Banking,1876,$4M,,"Sioux Falls, South Dakota",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,415818149,Clean
Tower Bank,,Banking,1414,$34M,,"Fort Wayne, Indiana",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,120537428,Clean
Tower Research Capital,,Venture Capital & Private Equity,1056,$544M,15,"New York City, New York",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,120537546,Clean
Towne Bank,,Banking,3055,$791M,84,"Portsmouth, Virginia",,,,,,,,,,,,,,,,1999,PUBLIC,2026-02-25,ZoomInfo,286392469,Clean
Toyota Financial Services,,Banking,3700,$774M,5,"Plano, Texas",,,,,,,,,,,,,,,,1983,PRIVATE,2026-02-25,ZoomInfo,358356898,Clean
TPG,,Venture Capital & Private Equity,3895,$2.9B,23,"Fort Worth, Texas",,,,,,,,,,,,,,,,1992,PUBLIC,2026-02-25,ZoomInfo,38633816,Clean
TradeStation Group,,Financial Software,1000,$516M,20,"Plantation, Florida",,,,,,,,,,,,,,,,1982,PRIVATE,2026-02-25,ZoomInfo,106414177,Clean
Tradeweb,,Investment Banking,1569,$2.1B,31,"New York City, New York",,,,,,,,,,,,,,,,1998,PUBLIC,2026-02-25,ZoomInfo,38682626,Clean
Tradia,,Investment Banking,3153,$634M,,"Clackamas, Oregon",,,,,,,,,,,,,,,,1995,PRIVATE,2026-02-25,ZoomInfo,246186144,Clean
Transamerica,,,6339,$6.7B,648,"Baltimore, Maryland",,,,,,,,,,,,,,,,2005,PRIVATE,2026-02-25,ZoomInfo,19726502,Clean
Tri Counties Bank,,Banking,1135,$403M,83,"Chico, California",,,,,,,,,,,,,,,,1975,PUBLIC,2026-02-25,ZoomInfo,38847355,Clean
Triumph Bancorp,,Banking,1518,$490M,,"Dallas, Texas",,,,,,,,,,,,,,,,2003,PUBLIC,2026-02-25,ZoomInfo,347829666,Clean
Triumph Financial,,Banking,1561,$409M,,"Dallas, Texas",,,,,,,,,,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,566134666,Clean
Trivariance,,Investment Banking,1658,$361M,,"Piscataway, New Jersey",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,547269959,Clean
Truist Securities,,Investment Banking,1400,$150M,,"Atlanta, Georgia",,,,,,,,,,,,,,,,1995,PRIVATE,2026-02-25,ZoomInfo,512392366,Clean
Trust Factory,,,2253,$441M,2,"Cambridge, Massachusetts",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,350623856,Clean
Trustmark,,Banking,2543,$680M,273,"Jackson, Mississippi",,,,,,,,,,,,,,,,1889,PUBLIC,2026-02-25,ZoomInfo,147488781,Clean
TRW Credit Group,,,1972,$507M,4,"Daingerfield, Texas",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,351042179,Clean
Two Sigma Investments,,Investment Banking,2000,$1.0B,21,"New York City, New York",,,,,,,,,,,,,,,,2001,PRIVATE,2026-02-25,ZoomInfo,96223643,Clean
U.S. Retirement & Benefits Partners,,,1000,$499M,,"Iselin, New Jersey",,,,,,,,,,,,,,,,2007,PRIVATE,2026-02-25,ZoomInfo,351892439,Clean
UDR,,,1419,$1.7B,274,"Highlands Ranch, Colorado",,,,,,,,,,,,,,,,1972,PUBLIC,2026-02-25,ZoomInfo,211599402,Clean
UMB,,Banking,4241,$2.4B,162,"Kansas City, Missouri",,,,,,,,,,,,,,,,1913,PUBLIC,2026-02-25,ZoomInfo,116441833,Clean
Union Bank & Trust,,Banking,1015,$643M,8,"Lincoln, Nebraska",,,,,,,,,,,,,,,,1917,PRIVATE,2026-02-25,ZoomInfo,123355317,Clean
Union Home Mortgage,,Banking,1600,$374M,246,"Strongsville, Ohio",,,,,,,,,,,,,,,,1970,PRIVATE,2026-02-25,ZoomInfo,358044549,Clean
United Association,,Banking,1435,$27M,6,"Concord, California",,,,,,,,,,,,,,,,1957,PRIVATE,2026-02-25,ZoomInfo,348751929,Clean
United Bank,,Banking,2682,$1.6B,107,"Fairfax, Virginia",,,,,,,,,,,,,,,,1839,PRIVATE,2026-02-25,ZoomInfo,344812073,Clean
United Bank,,Banking,1796,$104M,,"Osseo, Wisconsin",,,,,,,,,,,,,,,,1900,PRIVATE,2026-02-25,ZoomInfo,371600310,Clean
United Bankshares,,Banking,2740,$1.2B,4,"Charleston, West Virginia",,,,,,,,,,,,,,,,1839,PUBLIC,2026-02-25,ZoomInfo,128483580,Clean
United Community,,Banking,4195,$1.0B,1021,"Greenville, South Carolina",,,,,,,,,,,,,,,,1950,PUBLIC,2026-02-25,ZoomInfo,5179032,Clean
United Employee Benefits,,,1078,$2M,,"Las Vegas, Nevada",,,,,,,,,,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,346629836,Clean
United Musculoskeletal Partners,,Venture Capital & Private Equity,1907,$280M,1,"Atlanta, Georgia",,,,,,,,,,,,,,,,2021,PRIVATE,2026-02-25,ZoomInfo,566125934,Clean
United Shore Financial Services,,Credit Cards & Transaction Processing,3673,$999M,,"Troy, Michigan",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,1161630585,Clean
United Wholesale Mortgage,,Lending & Brokerage,9100,$2.7B,28,"Pontiac, Michigan",,,,,,,,,,,,,,,,1986,PUBLIC,2026-02-25,ZoomInfo,142311515,Clean
Upgrade,,Lending & Brokerage,1950,$1.0B,16,"San Francisco, California",,,,,,,,,,,,,,,,2016,PRIVATE,2026-02-25,ZoomInfo,400783391,Clean
US Funding Solutions,,Banking,1317,$264M,2,"Mars Hill, North Carolina",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,351530456,Clean
Valic,,Investment Banking,2008,$145M,,"Houston, Texas",,,,,,,,,,,,,,,,1994,PRIVATE,2026-02-25,ZoomInfo,1151799284,Clean
Valley,,Banking,3800,$2.0B,250,"Morristown, New Jersey",,,,,,,,,,,,,,,,1927,PUBLIC,2026-02-25,ZoomInfo,170197084,Clean
Vantiv,,,3526,$3.8B,,"Cincinnati, Ohio",,,,,,,,,,,,,,,,1970,PRIVATE,2026-02-25,ZoomInfo,356570476,Clean
Velera,,Credit Cards & Transaction Processing,5000,$1.3B,1,"Saint Petersburg, Florida",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,353945665,Clean
VeriFone,,Credit Cards & Transaction Processing,5964,$3.1B,83,"New York City, New York",,,,,,,,,,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,111837287,Clean
Veterans United Home Loans,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,1302483686,Clean
Vialto Partners,,,6000,$893M,1,"Melbourne, Victoria",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,565091416,Clean
Virtual Financial (Official,,Credit Cards & Transaction Processing,2660,$533M,,,,,,,,,,,,,,,,,,2013,PRIVATE,2026-02-25,ZoomInfo,1155189624,Clean
Vision Healthsource,,Credit Cards & Transaction Processing,2415,$519M,,"Plano, Texas",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,127828167,Clean
Vita Advisors,,Fitness & Dance Facilities,2265,$427M,1,"Hopkins, Minnesota",,,,,,,,,,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,346418252,Clean
Vitas Group,,Investment Banking,1425,$773M,3,"Silver Spring, Maryland",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,358112910,Clean
Vornado Realty Trust,,,3145,$1.9B,61,"New York City, New York",,,,,,,,,,,,,,,,1982,PUBLIC,2026-02-25,ZoomInfo,41205983,Clean
VyStar Credit Union,,Banking,2500,$621M,57,"Jacksonville, Florida",,,,,,,,,,,,,,,,1952,PRIVATE,2026-02-25,ZoomInfo,41239195,Clean
Waddell & Reed,,Investment Banking,1448,$1.2B,641,"Overland Park, Kansas",,,,,,,,,,,,,,,,1937,PUBLIC,2026-02-25,ZoomInfo,509601721,Clean
WaFd Bank,,Banking,1979,$734M,36,"Seattle, Washington",,,,,,,,,,,,,,,,1917,PUBLIC,2026-02-25,ZoomInfo,1245215550,Clean
Walker & Dunlop,,Banking,1400,$1.2B,69,"Bethesda, Maryland",,,,,,,,,,,,,,,,1937,PUBLIC,2026-02-25,ZoomInfo,128647330,Clean
Walter Investment Management,,Lending & Brokerage,4400,$947M,,"Fort Washington, Pennsylvania",,,,,,,,,,,,,,,,1958,PRIVATE,2026-02-25,ZoomInfo,351304977,Clean
Wanxiang Healthcare Investments (WHI),,,3130,$164M,,"Elgin, Illinois",,,,,,,,,,,,,,,,2016,PRIVATE,2026-02-25,ZoomInfo,79855623,Clean
Warren Ludford,,Investment Banking,1818,$100M,1,"Warren, Michigan",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,551773172,Clean
Washington Federal,,Banking,2142,$705M,,"Seattle, Washington",,,,,,,,,,,,,,,,1917,PRIVATE,2026-02-25,ZoomInfo,121978897,Clean
Washington Trust Bank,,Banking,1209,$4M,50,"Spokane, Washington",,,,,,,,,,,,,,,,1902,PUBLIC,2026-02-25,ZoomInfo,41484345,Clean
Watermark Capital Partners,,Venture Capital & Private Equity,2708,$518M,1,"Chicago, Illinois",,,,,,,,,,,,,,,,2005,PRIVATE,2026-02-25,ZoomInfo,126500977,Clean
Watt+volt,,Lending & Brokerage,1132,$486M,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1223072748,Clean
We Apec,,Banking,9059,$2.9B,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,126551508,Clean
Wealth Enhancement,,Investment Banking,2213,$1.1B,73,"Plymouth, Minnesota",,,,,,,,,,,,,,,,1997,PRIVATE,2026-02-25,ZoomInfo,61997113,Clean
Wealth Investors,,Venture Capital & Private Equity,2246,$491M,,"Collierville, Tennessee",,,,,,,,,,,,,,,,2010,PRIVATE,2026-02-25,ZoomInfo,346290690,Clean
Wealth Strategies Financial Group,,Investment Banking,1682,$133M,10,"Southfield, Michigan",,,,,,,,,,,,,,,,1880,PRIVATE,2026-02-25,ZoomInfo,398545732,Clean
Wealthspire Advisors,,Investment Banking,1200,$619M,15,"New York City, New York",,,,,,,,,,,,,,,,1995,PRIVATE,2026-02-25,ZoomInfo,88998301,Clean
"Wealthwave, Inc",,Advertising & Marketing,1170,$477M,34,"Alpharetta, Georgia",,,,,,,,,,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,371575899,Clean
Webster Bank,,Banking,4297,$2.8B,26,"Stamford, Connecticut",,,,,,,,,,,,,,,,1935,PUBLIC,2026-02-25,ZoomInfo,129990689,Clean
Webull,,Financial Software,1157,$383M,1,"Saint Petersburg, Florida",,,,,,,,,,,,,,,,2016,PRIVATE,2026-02-25,ZoomInfo,443252381,Clean
